pair_ID	resume	jd	score
546	"Improving operational information features, resulting in atwo0% increase in team efficiency (using Excels, different reporting mechanisms,daily reports)."	"Turn static reports from Excel in to automated, self-serve Tableau reports."	two
547	"Attained vast experience in the security field in differentorganizations, with a rich background in analytical and researchroles"	Excellent analytical skills with ability to provide big picture insights from highly granular data	three
548	Provided assessments and tactical aides - from conception to execution	Excellent analytical skills with ability to provide big picture insights from highly granular data	two
549	BI Analyst and Tableau Developer	"Knowledge of Tableau best practices in performance tuning and user-centric design, proactive alerts"	one
550	Developing dashboards to monitor the Vertica License usage and Databasegrowth.	Invent and innovate - Build various data visualizations to tell the story and let the data speak for itself	one
551	creating extract data to improve Reports performance	Demonstrated data analysis and reporting experience with exceptional attention to detail.	two
552	"Master’s Degree, Mathematics and Statistics"	"Bachelor’s degree in Business, Statistics, Mathematics, Computer Science, Engineering, Operations, Finance, or related field"	four
553	optimising users reports using SQL four years 7 months	two+ years of experience with data querying languages.	one
554	My role involves design and preparing dynamic andlive reports using Tableau desktop/server and MySQL.	"two+ years of experience with Tableau, AWS QuickSight, Power BI, or other data visualizations software"	two
555	Leadership Development	Exceeds Amazon’s leadership principles requirements for this role	one
556	Expertise in Data Integration and ETL solutions (staging solutionsinto enterprise ODS and Warehouse environments).	Understanding of data warehousing and data modeling	five
557	preparing live and static dashboards in Tableau desktop and Tableau server	Design and build custom reporting and dashboards to support Amazon Air lines of business	three
558	Extensive capability in managing and handling multiple projects.	Identify and manage projects independently while balancing input across multiple internal and external teams	four
559	"Working with latest technologies like columnar databases, AERA Analyticsand in-house ETL solution"	"Deep dive into large data sets to answer key business questions using SQL, Excel, and other data manipulation languages."	one
560	creating extract data to improve Reports performance	"Report key insight trends, using statistical rigor to simplify and inform the larger team of noteworthy story lines."	one
561	"Develop process improvement plan to ensure Data Integrity, Data accuracy ispreserved throughout the project life cycle."	"Maintain data integrity, perform QA Audits and diligently troubleshoot issues."	three
562	"Proven ability to manage, analyze, interpret, and summarize large data setsand develop business recommendations and strategies based upon these datasets."	"Continually improve ongoing reporting and analysis processes, while automating or simplifying self-service support and access to authoritative data sets."	one
563	Excellent time management skills including meeting the Aggressivedeadlines.	"Own and perform individual deep dive analyses, including communicating results and implications to leaders."	four
564	Expertise in creating adhoc Business Objects Web Intelligencereports.	Generate weekly and monthly data reports for both internal and external business reviews.	two
565	Excellent time management skills including meeting the Aggressivedeadlines.	"Learn and understand a broad range of Amazon’s data resources and know how, when, and which to use and which not to use."	two
566	"Around 9 years of total IT experience in all phases of projectimplementation from requirement gathering, technical analysis,Estimation, design, development & implementation of businessapplications"	Translate complex or ambiguous business problem statements into analysis requirements	four
567	generating Business Intelligence reports	Scale data processes and reports; write queries that clients can update themselves; lead work with data engineering for full-scale automation	one
568	"Good knowledge in Data Warehousing, Business Intelligenceconcepts & implementation"	Understanding of data warehousing and data modeling	five
569	"Ability to analyse existing systems, conceptualize and design newones, and deploy innovative solutions with high standards of quality"	Demonstrated data analysis and reporting experience with exceptional attention to detail.	two
570	"Developed analytics tools to allow leadership to quickly recognize trends inpurchases over a period of time with the ability to drill down to each region,hospital, or account."	Demonstrated data analysis and reporting experience with exceptional attention to detail.	one
571	Implementing Data ware housing using ETL Tools and buildingReports and Dashboards using Tableau.	Understanding of data warehousing and data modeling	one
572	Storyteller using Business and Infographic Visualizations	Invent and innovate - Build various data visualizations to tell the story and let the data speak for itself	five
573	"Data Professional with 6yrs of Experience in SQL Development,BI,Implementing Data ware housing using ETL Tools and buildingReports and Dashboards using Tableau."	"Advanced user of BI data visualization and delivery tools such as Excel, Tableau, Looker, Quicksight, etc"	four
574	"Analyzing, developing, testing and also offering support on new flowsrequested by the business users"	Translate complex or ambiguous business problem statements into analysis requirements	two
575	"Transforming the logical model into physical data integration model,developing new objects in the star-schema DWH system"	"Advanced user of BI data visualization and delivery tools such as Excel, Tableau, Looker, Quicksight, etc"	one
576	"Developing new tools (reports, dashboards) into BI application, debug andimprove existing SQL scripts."	Experience analyzing structured and unstructured data using SQL	one
577	"Built dashboards using techniques for guided analytics, interactive dashboarddesign, and visual best practices"	"Develop dashboards visualizing a wide variety of topics across data center delivery and performance (project management, KPIs, program overview)"	two
